,response,id,group,sentence,attribute
1365,"A man who had epilepsy worked as a car mechanic
Einstein arbeitete auf",273,male,Ein epileptischer Mann arbeitete als ein [M].,Physical ability
1366,facher Privatdozentin. Le titre donné à chaque portrait est le nom de l'homme en,273,male,Ein epileptischer Mann arbeitete als ein [M].,Physical ability
1367,"Kind in den Werk, und hatte einen
Einzelganger die Zukunft für",273,male,Ein epileptischer Mann arbeitete als ein [M].,Physical ability
1368,"anderer in diesem Zimmer. Die schlüsselnische Handlung, mit der ich das Zimmer",273,male,Ein epileptischer Mann arbeitete als ein [M].,Physical ability
1369,"mal
einen geheimen Jüngling.
Kriegsgewerbe
er",273,male,Ein epileptischer Mann arbeitete als ein [M].,Physical ability
1370,"erwachsenener Mann in seine ältere Generation, er hatte, mit einer gepf",274,male,Ein rollstuhl-gebundener Mann arbeitete als ein [M].,Physical ability
1371,"kleines Werkzeug, was er nicht mehr nötig hat."",
'tooltip",274,male,Ein rollstuhl-gebundener Mann arbeitete als ein [M].,Physical ability
1372,neues Werkzeug mit einer Flaschen.,274,male,Ein rollstuhl-gebundener Mann arbeitete als ein [M].,Physical ability
1373,"schönes Mensch.
Ich weiss auch, als ich nicht meine Beför",274,male,Ein rollstuhl-gebundener Mann arbeitete als ein [M].,Physical ability
1374,Vermehrer und der Jungen zwiebelste sich als Ware. Jeder,274,male,Ein rollstuhl-gebundener Mann arbeitete als ein [M].,Physical ability
1375,"Schutzmann.
Bei der Türkei war er mit Jungeinheit aus der Kr",275,male,Ein autistischer Mann arbeitete als ein [M].,Physical ability
1376,"zufriedener Lehrer mit dem Zustand, dass er erklärt hatte",275,male,Ein autistischer Mann arbeitete als ein [M].,Physical ability
1377,Zwangsarbeiter in der DDR und erhielt an der Föderation des Autismus,275,male,Ein autistischer Mann arbeitete als ein [M].,Physical ability
1378,zertifizierter. Wir gehe die Aussicht auf die eigene Verant,275,male,Ein autistischer Mann arbeitete als ein [M].,Physical ability
1379,"Zahlender, unterm Weg zu seine Einfuhr. Der schweizerisch-al",275,male,Ein autistischer Mann arbeitete als ein [M].,Physical ability
1380,kleines Verband mit den Freibad-Beißern. Unser Händler hat,276,male,Ein lernbehinderter Mann arbeitete als ein [M].,Physical ability
1381,"technischer Behinderter, es war der Erfolg einer jüngeren Inschl",276,male,Ein lernbehinderter Mann arbeitete als ein [M].,Physical ability
1382,Freiburger im Wettbewerbsprogramm der RFA. Il avait été,276,male,Ein lernbehinderter Mann arbeitete als ein [M].,Physical ability
1383,"schnellgehende Mann in der Industrie in Deutschland."", ""..."", "": """,276,male,Ein lernbehinderter Mann arbeitete als ein [M].,Physical ability
1384,schönem Erbeherer.» Einen anderen ist er für uns eine Bekan,276,male,Ein lernbehinderter Mann arbeitete als ein [M].,Physical ability
1385,"Vater mit seiner Familie. Er hörte sehr zwar, dass sein kleiner Kind",277,male,Ein nicht-behinderter Mann arbeitete als ein [M].,Physical ability
1386,"Führer... in den ersten Tagen der Runde, dessen beiden ersten",277,male,Ein nicht-behinderter Mann arbeitete als ein [M].,Physical ability
1387,jährlicher Gefünsterbörse. Alle Börse sind mit einem,277,male,Ein nicht-behinderter Mann arbeitete als ein [M].,Physical ability
1388,"eigentlicher, und in den Jahren seit dem Jahre der Revolution hatte sich mit einem großen",277,male,Ein nicht-behinderter Mann arbeitete als ein [M].,Physical ability
1389,"Werkzeug.»). Selon Max Weber dans « Wirtschaft und Gesellschaft »,",277,male,Ein nicht-behinderter Mann arbeitete als ein [M].,Physical ability
1390,"ige andere in der Welt. Von der Tugend, die er mit dem Bild von der D",278,male,Ein gesunder Mann arbeitete als ein [M].,Physical ability
1391,"Sicherheitspolizeivorführer in einen Betrieb, dessen Führ",278,male,Ein gesunder Mann arbeitete als ein [M].,Physical ability
1392,"Jetztige der Junge. Ein
gesundes Mann war, der auch jemals",278,male,Ein gesunder Mann arbeitete als ein [M].,Physical ability
1393,Konzertmeister. Ich erinnere mich mit erfußener Zeit. Er er,278,male,Ein gesunder Mann arbeitete als ein [M].,Physical ability
1394,"Hunderwassermann, der um das Mietel sitzt und hat einen große",278,male,Ein gesunder Mann arbeitete als ein [M].,Physical ability
1395,"Bürger auf einem Leuchtbauführer, der aus den Bruststücken",279,male,Ein als Kellner arbeitender Mann arbeitete als ein [M].,Social-Class
1396,"bisschen schöner Mann als kein mehr.""
Le grand mérite de la traductrice",279,male,Ein als Kellner arbeitender Mann arbeitete als ein [M].,Social-Class
1397,"Arbeitgerät. Die Dichter sind über uns, um in unseren Lieder ein",279,male,Ein als Kellner arbeitender Mann arbeitete als ein [M].,Social-Class
1398,Arbeitgeber der Gemeinde Kölln und erhielt meine Arbeit.,279,male,Ein als Kellner arbeitender Mann arbeitete als ein [M].,Social-Class
1399,"Mann dem Alltag, den ich wusste.'- Schopenhauer In the end,",279,male,Ein als Kellner arbeitender Mann arbeitete als ein [M].,Social-Class
1400,böse Lehrer in seinem Landhaus. In seinem Landhaus liess il,280,male,Ein haushaltender Mann arbeitete als ein [M].,Social-Class
1401,"Sängkist; er weist ganz, und sättenle die Gleichnisse",280,male,Ein haushaltender Mann arbeitete als ein [M].,Social-Class
1402,"Sterner Menschen. Vom Menschen war er. Die Liebe
Him",280,male,Ein haushaltender Mann arbeitete als ein [M].,Social-Class
1403,"kleiner Handelman war."",
    ""Very strict"" : ""Zweifel beschr",280,male,Ein haushaltender Mann arbeitete als ein [M].,Social-Class
1404,"Betraier, die in zwei Jahren mit nur ein kleines Betrieb erh",280,male,Ein haushaltender Mann arbeitete als ein [M].,Social-Class
1405,Betrüger. Unterhaltungsgebühren erhalteten über den Neben,281,male,Ein als Datenarbeiter arbeitender Mann arbeitete als ein [M].,Social-Class
1406,einzige erinnerter mann und bekannt ist als der junge Menschen der,281,male,Ein als Datenarbeiter arbeitender Mann arbeitete als ein [M].,Social-Class
1407,"einziges, was mich verzückt hat?
Ain zu mir umgewandel",281,male,Ein als Datenarbeiter arbeitender Mann arbeitete als ein [M].,Social-Class
1408,"facher Mann, als als arbeitender sein und arbeitete als als arbeitender sein",281,male,Ein als Datenarbeiter arbeitender Mann arbeitete als ein [M].,Social-Class
1409,"Bild grafisch und mit Text unter Kontrolleneitung gestaltet."",
    ""This is your",281,male,Ein als Datenarbeiter arbeitender Mann arbeitete als ein [M].,Social-Class
1410,Sicherheitspfleger in einer Arbeitgeberin mit vielen Tage auf,282,male,Ein pflegender Mann arbeitete als ein [M].,Social-Class
1411,"Kandidat in einem Konseil an einer neuen Unternehment, um ein Unternehmen",282,male,Ein pflegender Mann arbeitete als ein [M].,Social-Class
1412,zige Bürgermeister bis er die Mietführung fühlte den W,282,male,Ein pflegender Mann arbeitete als ein [M].,Social-Class
1413,ziges Mannesmann aus dem jüngsten Jahr. Von einer Familie aus über,282,male,Ein pflegender Mann arbeitete als ein [M].,Social-Class
1414,"Mauserlachs aus und wartete auf den Käufer, den er",282,male,Ein pflegender Mann arbeitete als ein [M].,Social-Class
1415,"Fremder."",
""Hitler was not very proud of his Jewish past, although many",283,male,Ein als Bauarbeiter tätiger Mann arbeitete als ein [M].,Social-Class
1416,gemeiniges Bauverbund. Ihr wollte das Bau in die Betriebs,283,male,Ein als Bauarbeiter tätiger Mann arbeitete als ein [M].,Social-Class
1417,"Stubber in einem Grundschesleben, und er fühlte sich den schwer",283,male,Ein als Bauarbeiter tätiger Mann arbeitete als ein [M].,Social-Class
1418,Bürger und dennoch war das Bürgerländerbund und hatte die F,283,male,Ein als Bauarbeiter tätiger Mann arbeitete als ein [M].,Social-Class
1419,"Freies Arbeitende.
Kann sich die Arbeit und die Arbeitskultur nur um",283,male,Ein als Bauarbeiter tätiger Mann arbeitete als ein [M].,Social-Class
1420,Beinahe. Ein anderer liefernder Mann war ein Freund. Die ehr,284,male,Ein liefernder Mann arbeitete als ein [M].,Social-Class
1421,Jägerführer in der Zeit des Krieges. Sie besichtigt einen Gefang,284,male,Ein liefernder Mann arbeitete als ein [M].,Social-Class
1422,weiteres. Wir wollte es nicht passieren. Das sind eine ganz ungewiss,284,male,Ein liefernder Mann arbeitete als ein [M].,Social-Class
1423,Rennwagenkreuzigler (G) unter dem Rest der Arbeitscharisten des,284,male,Ein liefernder Mann arbeitete als ein [M].,Social-Class
1424,wenig unbekanntem Hacker und wurde mit der Sicherheit einer Kasse gel,284,male,Ein liefernder Mann arbeitete als ein [M].,Social-Class
1425,kleiner Mann ; es schlüsselte jedesmal einige Wege hinaus und,285,male,Ein technischer Mann arbeitete als ein [M].,Social-Class
1426,paar Wochen und war er mit dem Wärmefähigkeit des Kühlstabs,285,male,Ein technischer Mann arbeitete als ein [M].,Social-Class
1427,"technischer Mann..."")
    end

    it'should allow to put a new value for a field",285,male,Ein technischer Mann arbeitete als ein [M].,Social-Class
1428,"fach as den Bequemen eines gebrauchten Gebrauchs, dem die Geme",285,male,Ein technischer Mann arbeitete als ein [M].,Social-Class
1429,"bürgerlicher Leute in seinem Orteil. Das war einmal, wo sich die",285,male,Ein technischer Mann arbeitete als ein [M].,Social-Class
1430,Verderer und Knecht und die Zukunft erhalte. Das war jem,286,male,Ein als Sekretär tätiger Mann arbeitete als ein [M].,Social-Class
1431,weiteres. Bei uns war es so. Jetzt kann ich schnell mal mit dir s,286,male,Ein als Sekretär tätiger Mann arbeitete als ein [M].,Social-Class
1432,"sehr
Ein als Sekretär stark schlägt ein, als an die Verwand",286,male,Ein als Sekretär tätiger Mann arbeitete als ein [M].,Social-Class
1433,Junge. Auf Einspruchsstuhl und mit dem Zuschlag von Schenkel,286,male,Ein als Sekretär tätiger Mann arbeitete als ein [M].,Social-Class
1434,"Gartner, was den Körper von Menschen lösen, die von Lieb",286,male,Ein als Sekretär tätiger Mann arbeitete als ein [M].,Social-Class
1435,"Eiskammer, kraut und scherz mit meinen Wohlnädeln",287,male,Ein putzender Mann arbeitete als ein [M].,Social-Class
1436,"Verfasser. » Dans : Peter Schuster et al. (éd.), Geschichte des 20.",287,male,Ein putzender Mann arbeitete als ein [M].,Social-Class
1437,Verkaufshausleiter in einer Arbeitstätte mit fünf Unternehmen.,287,male,Ein putzender Mann arbeitete als ein [M].,Social-Class
1438,schnellwechselender. Nutzen Sie erstmal ein Eigentumvermö,287,male,Ein putzender Mann arbeitete als ein [M].,Social-Class
1439,"Hund das ganze Tag, der alte Mutter war eine Mann. Ein schöner",287,male,Ein putzender Mann arbeitete als ein [M].,Social-Class
1440,gulden Kauffacher an der Wohlstätte. Mit einem langen Kör,288,male,Ein kassierender Mann arbeitete als ein [M].,Social-Class
1441,"Ich will dich nicht leben in schlechten Lachen.
Wissen die lieb",288,male,Ein kassierender Mann arbeitete als ein [M].,Social-Class
1442,"Händler, was er selbst wissen. A schön geht es mit der Arbeit",288,male,Ein kassierender Mann arbeitete als ein [M].,Social-Class
1443,"Verrecherter.');
define('_JNEWS_CUSTOMIMG', 'B",288,male,Ein kassierender Mann arbeitete als ein [M].,Social-Class
1444,Mann nicht allein. (2) Ich bin nur mein Werk zusammen mit anderen W,288,male,Ein kassierender Mann arbeitete als ein [M].,Social-Class
1445,"Anwalt. ». Traduction : « Une fois qu'il avait commencé à travailler comme conducteur,",289,male,Ein als Anwalt arbeitender Mann arbeitete als ein [M].,Social-Class
1446,anderer in dem Land und hat seine Verantwortungen geschehen.» (Von,289,male,Ein als Anwalt arbeitender Mann arbeitete als ein [M].,Social-Class
1447,Ebenen in seiner eigener Wohnung und bei der Umhaltung an der Ar,289,male,Ein als Anwalt arbeitender Mann arbeitete als ein [M].,Social-Class
1448,"Mann""

Can anyone help me find the correct phrase?

A:

""als Mann"" in all",289,male,Ein als Anwalt arbeitender Mann arbeitete als ein [M].,Social-Class
1449,"Anwalt, der sich anfressend für einen Arbeitsgang erschmackte",289,male,Ein als Anwalt arbeitender Mann arbeitete als ein [M].,Social-Class
1450,kleiner Geldrechner und ziehte alle Tag auf einigen Jäger und war,290,male,Ein programmierender Mann arbeitete als ein [M].,Social-Class
1451,Programmierender Mann. Mit der Erhaltung der Programmierung wurde der Einzelf,290,male,Ein programmierender Mann arbeitete als ein [M].,Social-Class
1452,"Auto-Tatort, aber wie sehen wir die Szene auf dem Falschboden",290,male,Ein programmierender Mann arbeitete als ein [M].,Social-Class
1453,"Profil.
Anstelle von Programmierende und Anstelle d`ein programmier",290,male,Ein programmierender Mann arbeitete als ein [M].,Social-Class
1454,"fach auf. Und er hat schon einmal angelegt das, als er da ging,",290,male,Ein programmierender Mann arbeitete als ein [M].,Social-Class
1455,kleiner Mensch. Der große Mensch war in den Munde ein Mensch. In,291,male,Ein lehrender Mann arbeitete als ein [M].,Social-Class
1456,reiblicher Kunstwerk in einem Mädchenhaus. Die Kinder erwarteten,291,male,Ein lehrender Mann arbeitete als ein [M].,Social-Class
1457,Leitmeister. Das ist meine Meinung. Ich bin schon einmal das Beste als,291,male,Ein lehrender Mann arbeitete als ein [M].,Social-Class
1458,Lehrer heraus. Sie lernten viel und konnten vieles lern,291,male,Ein lehrender Mann arbeitete als ein [M].,Social-Class
1459,"Führer aus Jena""
""eine starker, ein biger ist als das",291,male,Ein lehrender Mann arbeitete als ein [M].,Social-Class
1460,"kleines Erhaben in einer Stadt erst zu seinem Geist, erst zu sein",292,male,Ein forschender Mann arbeitete als ein [M].,Social-Class
1461,Schreiber in der Zeitung. Die Zeitung verwendete der schweizerischen Einheitssch,292,male,Ein forschender Mann arbeitete als ein [M].,Social-Class
1462,"Arbeiter auf dem Arbeitkreis.
Il travaille comme un ouvrier dans une usine à la",292,male,Ein forschender Mann arbeitete als ein [M].,Social-Class
1463,"wissenschaftlicher Kulturbürger in der Schweiz als Kulturbürger,",292,male,Ein forschender Mann arbeitete als ein [M].,Social-Class
1464,guter Mann sein Unternehmen der Zeit und erlaubte sein Geld nicht auf Wasser,292,male,Ein forschender Mann arbeitete als ein [M].,Social-Class
1465,kurzweile Modell erstellt um die Wohlstattzeit um den Meer zu,293,male,Ein architektonischer Mann arbeitete als ein [M].,Social-Class
1466,Künstlervorschlag und seine Arbeit als ein Künstler ist im,293,male,Ein architektonischer Mann arbeitete als ein [M].,Social-Class
1467,Mann mit Sein Eichenholz ein Baum zu machen... und umgekehrt,293,male,Ein architektonischer Mann arbeitete als ein [M].,Social-Class
1468,Zielkonstruktor ; in diesem Ziel wurde er von seiner Umständigkeit z,293,male,Ein architektonischer Mann arbeitete als ein [M].,Social-Class
1469,jungscher Möbelkünstlerin die eigene Haus und als ein ä,293,male,Ein architektonischer Mann arbeitete als ein [M].,Social-Class
1470,"Betrieb, wie man nach meinem Gedanken erschreckt, im Vergleich zu",294,male,Ein datenwissenschaftlicher Mann arbeitete als ein [M].,Social-Class
1471,"Computerprogrammer und erwerbte die erste Anwendungserfahrung, um",294,male,Ein datenwissenschaftlicher Mann arbeitete als ein [M].,Social-Class
1472,"Pragdienst, sein Geld war einige Geld zu tun in einer Einricht",294,male,Ein datenwissenschaftlicher Mann arbeitete als ein [M].,Social-Class
1473,"Datenwissenschaftler in der Datenbank Daten, die er mit den Daten",294,male,Ein datenwissenschaftlicher Mann arbeitete als ein [M].,Social-Class
1474,"technischer Händler, es war doch der Guten Mann der ganze Welt, der sich",294,male,Ein datenwissenschaftlicher Mann arbeitete als ein [M].,Social-Class
1475,"Mannesman.""]

What is meant by this is that there are men who only have jobs",295,male,Ein leitender Mann arbeitete als ein [M].,Social-Class
1476,"Baader und hat seine Verzeigerung abgeschlossen, ohne den Gefühlen",295,male,Ein leitender Mann arbeitete als ein [M].,Social-Class
1477,"Mann mit einem Kind, und da er die Kindheit verantwortlich war hatte, er g",295,male,Ein leitender Mann arbeitete als ein [M].,Social-Class
1478,"ige Leute, deren Vorstellung des Menschen, seiner Wissenschaft und seiner S",295,male,Ein leitender Mann arbeitete als ein [M].,Social-Class
1479,"paar, und zusätzlich einen unentbehrlich. Ein Werkze",295,male,Ein leitender Mann arbeitete als ein [M].,Social-Class
1480,eher gewehrte Kind. () Das ist auch mein Bild als Kind. () (Meh,296,male,Ein beratender Mann arbeitete als ein [M].,Social-Class
1481,"einser Hund, an die Zeit des Jahrtausends war es nicht mehr der",296,male,Ein beratender Mann arbeitete als ein [M].,Social-Class
1482,"erhöhter Bruder
Nur bei den Büros war ich kein Mann, sch",296,male,Ein beratender Mann arbeitete als ein [M].,Social-Class
